INTERNO	DESCRICAO	QUANTIDADE	CODIGO EAN
25527	CAMISA POLO BIOGAS 68122	4	4700000004195,00
25516	CAMISA POLO BIOGAS G1-G3 61032	4	1234568757666,00
17167	CAMISA POLO BIOGAS G1-G4 67907	4	1234568866153,00
25513	CAMISA POLO BIOGAS P-GG 61032	8	1234568561799,00
6755	CAMISA POLO BIOGAS P-GG 67907	2	1234568936313,00
23522	CAMISA POLO DELIZ 9020	3	7899108559212,00
23903	CAMISA POLO DELIZ 99701	2	7908467850103,00
23531	CAMISA POLO DELIZ 99702	1	7908467875885,00
23523	CAMISA POLO DELIZ D9021	4	7899108618193,00
8399	CAMISA POLO ELITE 135001	2	7892888382322,00
14533	CAMISA POLO ELITE 135264	1	7892888505998,00
10172	CAMISA POLO ESPACO LIVRE 33	1	SEM GTIN
25006	CAMISA POLO ML. SALLO 2008G	4	7909913729813,00
25001	CAMISA POLO ML. SALLO 2108L	4	7909913746575,00
15491	CAMISA POLO MOMENTUS 50455	1	7899833948732,00
12717	CAMISA POLO MOMENTUS 540205	1	7899833823923,00
9025	CAMISA POLO MOMENTUS 64144	1	7899833756320,00
12729	CAMISA POLO MOMENTUS 64206	2	7899833843464,00
24998	CAMISA POLO SALLO 017KA	2	7909913761639,00
25022	CAMISA POLO SALLO 1508D	3	7909913737641,00
25023	CAMISA POLO SALLO 1508G	2	7909913748692,00
25000	CAMISA POLO SALLO 1608B	1	7909913754679,00
19205	CAMISA POLO SALLO 2008A	2	7909913726201,00
25153	CAMISA POLO SALLO 708E	3	7909913739195,00
25152	CAMISA POLO SALLO 708L	1	7909913738587,00
23444	CAMISA POLO SALLO 7142	2	7909913603748,00
23450	CAMISA POLO SALLO 7149	2	7909913630638,00
23447	CAMISA POLO SALLO 7151	1	7909913591762,00
23448	CAMISA POLO SALLO 7164	1	7909913604141,00
23449	CAMISA POLO SALLO 7184	2	7909913591359,00
23908	CAMISA POLO SALLO 7537	2	7909913630911,00
24999	CAMISA POLO SALLO 813A	3	7909913747893,00
5359	CAMISA POLO WAYNA 	1	SEM GTIN
13031	CAMISA POLO YOUNG 256	1	C256009P
13032	CAMISA POLO YOUNG 259	1	C259008P
2736	CAMISA POLO YOUNG 305	1	C#05059m
24818	CAMISA POLO YOUNG 398	1	SEM GTIN
8203	CAMISA POLO YOUNG 7558, 7559	1	SEM GTIN
13033	CAMISA POLO YOUNG CAM401K	1	SEM GTIN
2521	CAMISA POOL 17600, 781, 18164, 195, 197	4	7891471062665,00
4613	CAMISA VENUS 016	1	7898469300723,00
4934	CAMISA VENUS 086	2	7898469305407,00
19173	CAMISETA  BIOGAS 61123	16	1234568652589,00
25509	CAMISETA BIOGAS 61001	11	1234568938447,00
25510	CAMISETA BIOGAS 61067	8	1234568868805,00
25832	CAMISETA BIOGAS 67631	8	1234568803325,00
25522	CAMISETA BIOGAS 67731	3	1234568685600,00
25833	CAMISETA BIOGAS 67971	3	1234568852439,00
25520	CAMISETA BIOGAS 68045	3	1234568863077,00
20505	CAMISETA BIOGAS 68133	4	1234568831885,00
25528	CAMISETA BIOGAS 68141	4	1234568930328,00
25529	CAMISETA BIOGAS 68152	4	1234568891568,00
25834	CAMISETA BIOGAS 68155	4	1234568831991,00
4483	CAMISETA BIOGAS 68166	1	1234568906637,00
25530	CAMISETA BIOGAS 68167	2	1234568909317,00
25535	CAMISETA BIOGAS 68177	5	1234568311998,00
25532	CAMISETA BIOGAS 68191	2	1234568881750,00
25533	CAMISETA BIOGAS 68195	1	1234568930373,00
25534	CAMISETA BIOGAS 68201	1	1234568909904,00
8065	CAMISETA BIOGAS 68231	5	1234568893395,00
1618	CAMISETA BIOGAS 68500	4	1234568946268,00
10291	CAMISETA BIOGAS G1-G4 61002	3	1234568941430,00
68	CAMISETA BIOGAS G1-G4 68176	2	1234568892022,00
25511	CAMISETA BIOGAS P-GG 61002	14	1234568932667,00
25531	CAMISETA BIOGAS P-GG 68176	8	1234568891971,00
23899	CAMISETA DELIZ 691074	1	7908467741715,00
23521	CAMISETA DELIZ 69132	1	7908467741838,00
23776	CAMISETA DELIZ 99645	1	7908467839726,00
23777	CAMISETA DELIZ 99647	2	7908467844317,00
23901	CAMISETA DELIZ 99648	2	7908467830679,00
23524	CAMISETA DELIZ 99650	2	7908467875663,00
23525	CAMISETA DELIZ 99653	3	7908467830129,00
23526	CAMISETA DELIZ 99671	2	7908467843143,00
23527	CAMISETA DELIZ 99672	4	7908467839870,00
23528	CAMISETA DELIZ 99674	3	7908467845918,00
23529	CAMISETA DELIZ 99675	1	7908467845772,00
23530	CAMISETA DELIZ 99678	1	7908467883514,00
12324	CAMISETA ELITE 125985	3	7892888378509,00
10800	CAMISETA ELITE 135028	1	7892888451011,00
14526	CAMISETA ELITE 135048	2	7892888549879,00
14503	CAMISETA ELITE 135081, 135084	4	7892888559007,00
12184	CAMISETA ELITE 135104	1	7892888550400,00
12192	CAMISETA ELITE 135173	2	7892888057404,00
12195	CAMISETA ELITE 135174	1	
14700	CAMISETA ELITE 135183	2	7892888183370,00
14509	CAMISETA ELITE 135209	1	7892888321161,00
14536	CAMISETA ELITE 135237	2	7892888449339,00
14522	CAMISETA ELITE 135248, 135249	2	7892888483791,00
16657	CAMISETA ELITE 135296	3	7892888721893,00
8208	CAMISETA ELITE 135344	8	7892888794132,00
18778	CAMISETA ELITE 135362	9	7892888892876,00
10689	CAMISETA ELITE 135364	4	7892888841126,00
10508	CAMISETA ELITE 135368	3	7892888847210,00
25642	CAMISETA ELITE 135381	7	7892888107918,00
16680	CAMISETA ELITE 135427	4	7892888527853,00
24301	CAMISETA ELITE 135481	8	7892888716530,00
24295	CAMISETA ELITE 135485	4	7892888767440,00
24316	CAMISETA ELITE 135501	7	7892888857103,00
24310	CAMISETA ELITE 135506	10	7892888868802,00
24315	CAMISETA ELITE 135508	1	7892888870065,00
24307	CAMISETA ELITE 135510	1	7892888871093,00
12433	CAMISETA ELITE 135511	2	
24314	CAMISETA ELITE 135513	3	7892888875978,00
24306	CAMISETA ELITE 135514	5	7892888878405,00
24318	CAMISETA ELITE 135515	3	7892888882495,00
12329	CAMISETA ELITE 135539	6	7892888990534,00
10509	CAMISETA ELITE 135541	3	7892888202484,00
25847	CAMISETA ELITE 135543	4	7892888228811,00
14501	CAMISETA ELITE 25261	1	7892888815868,00
12189	CAMISETA ELITE CICLISTA  135166	1	7892888008741,00
12336	CAMISETA ELITE CICLISTA  135168	1	7892888010584,00
14508	CAMISETA ELITE CICLISTA  135260	1	7892888495619,00
12337	CAMISETA ELITE CICLISTA 129014	1	7892888001159,00
10505	CAMISETA ELITE CICLISTA 135000	1	7892888378196,00
10965	CAMISETA ELITE CICLISTA 135047	1	7892888491208,00
12188	CAMISETA ELITE CICLISTA 135163	3	7892888000769,00
24287	CAMISETA ELITE EG-EG4 25392	5	7892888943349,00
1724	CAMISETA ELITE EG1-EG3 135544	2	7892888212735,00
12328	CAMISETA ELITE P-GG 135544	3	7892888212766,00
3245	CAMISETA ELITE P-GG 25392	8	7892888752132,00
4185	CAMISETA FATAL 12205	1	7909235340901,00
23502	CAMISETA FATAL 25717	5	7909584306757,00
23503	CAMISETA FATAL 29368	2	7909088494745,00
23504	CAMISETA FATAL 29555	1	7909088765418,00
23505	CAMISETA FATAL 29564	1	7909088724385,00
6756	CAMISETA FAZZU PALMEIRAS	1	SEM GTIN
25676	CAMISETA INF. ML. ELITE TERMICA 25830	6	7892888294731,00
15525	CAMISETA INF. ML. SELENE TERMICA 24000	7	7891290803678,00
25026	CAMISETA INF. SALLO 80	1	7909913664213,00
15475	CAMISETA JUV. M/M MOMENTUS 31390	1	7899833946172,00
15477	CAMISETA JUV. M/M MOMENTUS 31438	2	7899833968525,00
24288	CAMISETA JUV. ML. ELITE TERMICA 25830	12	7892888510138,00
25025	CAMISETA JUV. SALLO 80	2	7909913664374,00
11397	CAMISETA ML. ELITE CICLISTA 125944	3	7892888305376,00
14525	CAMISETA ML. ELITE TERMICA 125372	16	7892888904647,00
5535	CAMISETA ML. ELITE TERMICA 25830	15	7892888676179,00
25007	CAMISETA ML. SALLO 2404G	7	7909913167837,00
13004	CAMISETA ML. SELENE TERMICA 24925	1	7891290830650,00
10811	CAMISETA ML. SELENE TERMICA 25020	8	7891290803586,00
24815	CAMISETA ML. TRICO YOUNG 148	4	SEM GTIN
24816	CAMISETA ML. TRICO YOUNG 149	5	SEM GTIN
12710	CAMISETA MOMENTUS 510029	2	7899833825033,00
1004	CAMISETA MOMENTUS 51430	2	7899833744723,00
703	CAMISETA MOMENTUS 51593	1	7899833756405,00
10142	CAMISETA MOMENTUS 580000	1	7899833755811,00
8812	CAMISETA MOMENTUS 580095	2	7899833756306,00
12724	CAMISETA MOMENTUS 580532	1	7899833838712,00
12725	CAMISETA MOMENTUS 580533	1	7899833842702,00
10144	CAMISETA MOMENTUS 580677	1	7899833973574,00
10147	CAMISETA MOMENTUS 580687	1	7899833933288,00
10151	CAMISETA MOMENTUS 580689	2	7899833967146,00
2519	CAMISETA MOMENTUS 58886	1	7899833749476,00
2277	CAMISETA MOMENTUS 58888	1	7899833747755,00
12728	CAMISETA MOMENTUS 61170	2	7899833835933,00
905	CAMISETA MOMENTUS 63059	1	7899833761720,00
15511	CAMISETA MOMENTUS 68133	1	7899833970061,00
25027	CAMISETA R/N SALLO 80	2	7909913664350,00
25523	CAMISETA REG. BIOGAS UV 68072	11	1234568884997,00
2671	CAMISETA REG. ELITE 119602	7	7892888351489,00
2353	CAMISETA REG. ELITE 119744	1	7892888022266,00
12334	CAMISETA REG. ELITE 119972	3	7892888740870,00
18776	CAMISETA REG. ELITE 129144	4	7892888801915,00
16669	CAMISETA REG. ELITE 129177	1	7892888711566,00
24299	CAMISETA REG. ELITE 129319	10	7892888677787,00
24317	CAMISETA REG. ELITE 129369	11	7892888857684,00
24313	CAMISETA REG. ELITE 129390	6	7892888875008,00
298	CAMISETA REG. ELITE 129448	7	7892888176686,00
1535	CAMISETA REG. ELITE 129480	8	7892888986124,00
11115	CAMISETA REG. ELITE 135025	3	7892888442484,00
12325	CAMISETA REG. ELITE 135100	1	7892888556419,00
14540	CAMISETA REG. ELITE 135242	2	7892888484729,00
16678	CAMISETA REG. ELITE 135272	2	7892888603991,00
16677	CAMISETA REG. ELITE 135310	2	7892888735395,00
8490	CAMISETA REG. ELITE 135346	1	7892888796815,00
20712	CAMISETA REG. ELITE 135391	1	7892888160777,00
20811	CAMISETA REG. ELITE 135396	3	7892888172725,00
24302	CAMISETA REG. ELITE 135491	6	7892888777630,00
24326	CAMISETA REG. ELITE 135514	4	7892888878375,00
5063	CAMISETA REG. ELITE 25286	4	7892888826123,00
25641	CAMISETA REG. ELITE EG1-EG3 135394	2	7892888979256,00
20032	CAMISETA REG. ELITE EG1-EG3 135456	2	7892888992569,00
24289	CAMISETA REG. ELITE P-GG 135394	10	7892888167189,00
25643	CAMISETA REG. ELITE P-GG 135456	4	7892888992637,00
3894	CAMISETA REG. FATAL 10926	1	7891000235324,00
3998	CAMISETA REG. FATAL 11941	1	7909235187742,00
23506	CAMISETA REG. FATAL 29756	8	7909088031124,00
10149	CAMISETA REG. MOMENTUS 53339, 53340	6	7899833756993,00
12713	CAMISETA REG. MOMENTUS 53546	4	7899833824814,00
12714	CAMISETA REG. MOMENTUS 53549	3	7899833825118,00
10814	CAMISETA REG. SELENE 25000	8	7891290830490,00
19204	CAMISETA SALLO 1006B	2	7909583498248,00
22845	CAMISETA SALLO 1172	2	7899717905837,00
25005	CAMISETA SALLO 1220Z	2	7909913605346,00
19668	CAMISETA SALLO 1308O	4	7909913708849,00
25003	CAMISETA SALLO 1909A	1	7909913734046,00
25154	CAMISETA SALLO 2008B	1	7909913741631,00
19200	CAMISETA SALLO 202C	2	7909913601515,00
19915	CAMISETA SALLO 2404D	11	7909913352868,00
19670	CAMISETA SALLO 2601P	1	7909913572242,00
19672	CAMISETA SALLO 2801A	3	7909583684580,00
24267	CAMISETA SALLO 301Y	1	7909913580346,00
19209	CAMISETA SALLO 307A	2	7909583021859,00
19208	CAMISETA SALLO 307B	3	7909913336301,00
19202	CAMISETA SALLO 509B	2	7909913730376,00
23453	CAMISETA SALLO 6590	1	7909913585068,00
23454	CAMISETA SALLO 6847	2	7909913606374,00
23451	CAMISETA SALLO 7039	1	7909913582760,00
25002	CAMISETA SALLO 708A	2	7909913727291,00
25024	CAMISETA SALLO 709A	2	7909913742973,00
22844	CAMISETA SALLO 7137	1	7909913648725,00
19669	CAMISETA SALLO 802B	2	7909913594664,00
25004	CAMISETA SALLO 911F	6	7909913764258,00
10813	CAMISETA SELENE 25010	5	7891290830537,00
16986	CAMISETA SELENE 25030	3	7891290098685,00
16985	CAMISETA SELENE 25040	10	7891290913872,00
12	CAMISETA TWIG, PONTO PV	1	105060162001,00
24817	CAMISETA YOUNG 140	2	SEM GTIN
8069	CAMISETE AMIL 829	1	7898570491938,00
6131	CAMISETE DULOREN 198014	3	7891364664907,00
3072	CAMISETE VENUS 097	1	7898469334127,00
533	CAMISOLA GAENE 894	1	7899722616117,00
3508	CAMISOLA SONHART 4212	1	SEM GTIN
3509	CAMISOLA V. SONHOS 2030, 2033	1	7899245303938,00
3333	CAMISOLA V. SONHOS 3003	1	SEM GTIN
4660	CAMISOLA V. SONHOS 3019, CA12932	1	7899245276294,00
18239	CARDIGAN DOCE TRAMA 201349	1	7898469595969,00
1781	CASACO DOCE TRAMA 403518	1	7898469619580,00
6251	CASACO DOROSSY 328	1	SEM GTIN
6247	CASACO SAGO 14023	1	SEM GTIN
17005	COLETE DOCE TRAMA 10	1	7898469564514,00
19548	COLETE DOCE TRAMA 103939	2	7898469671472,00
21777	COLETE DOCE TRAMA 104498	2	7900096081835,00
15467	COLETE J. DOCE TRAMA 102985	1	7898469486694,00
2468	CONJ. DOCE TRAMA 615	2	7898469038176,00
22615	CONJ. INF. UAI BRASIL A100	5	7899183531530,00
15416	CONJ. JOAO BATIZADO 413 ALFA	1	SEM GTIN
22636	CONJ. UAI BRASIL C330	2	7899183541256,00
19028	CORSARIO LEGGING SELENE 20895	5	7891290776873,00
53	CROPPED DOCE TRAMA 103722	1	7898469634590,00
10412	CROPPED DOCE TRAMA 103734	1	7898469657445,00
10407	CROPPED DOCE TRAMA 103778	1	7898469647316,00
18950	CROPPED DOCE TRAMA 103854	2	7898469649396,00
18993	CROPPED DOCE TRAMA 201399	1	7898469634491,00
16909	CROPPED DOCE TRAMA 6302550	1	7898469563340,00
24300	CROPPED ELITE 129324	6	7892888683511,00
10351	GRAVATA LISA FARWELL	3	SEM GTIN
3613	HOBE GAENE 266	1	7899722601076,00
8556	JAQUETA COURO NONATA GREAT	1	SEM GTIN
10946	JAQUETA DOCE TRAMA 1452	1	7898469270767,00
15484	JAQUETA DOCE TRAMA 6302349	1	7898469506187,00
3466	JAQUETA DOCE TRAMA 9019	1	7898469687695,00
4993	JAQUETA ELITE 6056	3	7892888785536,00
8492	JAQUETA ELITE 6292	3	7892888898786,00
4558	JAQUETA ELITE 6331	2	7892888565473,00
24327	JAQUETA ELITE 6351	4	7892888899547,00
14507	JAQUETA ELITE CICLISTA 6306	1	7892888137236,00
9125	JAQUETA FEM. ELITE 6260	1	7892888155582,00
1952	JAQUETA J. BIVIK FEM. 06608	2	7898944333482,00
232	JAQUETA J. BIVIK MASC. 0048	1	7899313042905,00
10940	JAQUETA J. DOCE TRAMA 103755	2	7898469644452,00
12364	JAQUETA J. OPOSICAO FEM. 47824	1	7909642267440,00
21454	JAQUETA J. OPOSICAO FEM. 67837	1	7909888531374,00
18770	JAQUETA J. OPOSICAO MASC. 61668	3	7909888232288,00
425	JAQUETA J. SAWARY FEM. GG 202030	1	7895780220266,00
9234	JAQUETA MOL. 26299	5	7909548023263,00
6267	JAQUETA MOL. MOMENTUS 57066	1	7899833760853,00
15498	JAQUETA MOL. MOMENTUS 57162	3	7899833956560,00
15499	JAQUETA MOL. MOMENTUS 57165	2	7899833955532,00
15507	JAQUETA MOL. MOMENTUS 67051	4	789933968198,00
12346	JAQUETA OPOSICAO MASC. 47959	2	7909642267617,00
19978	KIMONO DOCE TRAMA 201554	1	7900096023842,00
2606	LUVA CLASSE PRETA 	22	SEM GTIN
16891	MACACAO DOCE TRAMA 103323	1	7898469559121,00
19991	MACACAO DOCE TRAMA 104035	1	7900096000485,00
688	MACACAO DOCE TRAMA 104917	2	7900096173400,00
2296	MACACAO DOCE TRAMA 203	1	7898469272006,00
21452	MACACAO J. OPOSICAO 67844	5	7909888531466,00
12201	MACACAO LECIMAR 1951	1	7909357133702,00
5620	MACAQUINHO 39257	1	7909442323414,00
5105	MACAQUINHO CICLISTA ELITE 119976	1	7892888779283,00
14531	MACAQUINHO ELITE 129048	2	7892888374976,00
8102	MAIO ESTRELA DO MAR 	1	SEM GTIN
4050	MEIA 3/4 SELENE 9040	37	7891290272788,00
2129	MEIA 7/8 TRIFIL 	8	7891213204742,00
438	MEIA AEROBICA RENEDDO A015	1	7892723120119,00
13605	MEIA AT. C/2 SELENE 4745	11	7891290111834,00
4640	MEIA AT. C/2 SELENE PUMA 4560	8	7891290063140,00
11202	MEIA AT. C/3 ELITE 17100	1	7892888769925,00
1493	MEIA AT. C/3 OLYMP. CURTA 22194	1	7894756324694,00
17774	MEIA AT. C/3 PIMPOLHO 8846	1	7908161337139,00
17775	MEIA AT. C/3 PIMPOLHO 8849	4	7908161337160,00
594	MEIA AT. C/3 SELENE 4001	10	7891290641690,00
13608	MEIA AT. C/3 SELENE 4082	12	7891290276519,00
2184	MEIA AT. C/3 SELENE 4084	14	SEM GTIN
8979	MEIA AT. C/3 SELENE 4090	4	7891290762104,00
11411	MEIA AT. C/3 SELENE 4310	18	7891290719733,00
11410	MEIA AT. C/3 SELENE 4320	18	7891290727332,00
10155	MEIA AT. C/3 SELENE 4355	11	7891290615288,00
4641	MEIA AT. C/3 SELENE 4515	8	7891290763057,00
11409	MEIA AT. C/3 SELENE 4530	17	7891290741321,00
440	MEIA AT. C/3 SELENE 4740	1	7891290741499,00
11412	MEIA AT. C/3 SELENE 4755	30	7891290002033,00
11415	MEIA AT. C/3 SELENE 7360	15	7891290917757,00
4341	MEIA AT. C/3 SELENE 7730	19	7891290719511,00
8606	MEIA AT. C/3 SELENE CURTA 4835	1	7891290127439,00
437	MEIA AT. C/3 SELENE PUMA 4510	1	7891290741246,00
8981	MEIA AT. C/3 SELENE PUMA 4520	9	7891290112022,00
240	MEIA AT. DIJON	1	7892632000021,00
17954	MEIA AT. FEM. OLYMP. C/3 CURTA 81923	1	7891872221739,00
17952	MEIA AT. FEM. OLYMP. CURTA 21192	1	7894929701062,00
7357	MEIA AT. MASC. OLYMP. CURTA 21191	7	7894929792411,00
17950	MEIA AT. MASC. OLYMP. CURTA 22192	24	7894756324670,00
2683	MEIA AT. RENEDDO E024	1	7898183120010,00
446	MEIA AT. RENEDDO E025	1	7898183120522,00
16760	MEIA AT. SELENE 4080	2	7891290921341,00
250	MEIA AT. SELENE 4370	25	7891290615318,00
22603	MEIA AT. SELENE 7005	30	7891290314433,00
16762	MEIA AT. SELENE 7610	2	7891290740737,00
4051	MEIA AT. SELENE CURTA 4081	2	7891290916941,00
8601	MEIA AT. SELENE CURTA 4083	3	7891290916873,00
9788	MEIA AT. SELENE CURTA 4350	22	7891290615257,00
3407	MEIA AT. SELENE CURTA 4380	26	7891290615325,00
5925	MEIA AT. SELENE CURTA 7000	20	7891290917641,00
8600	MEIA AT. SELENE CURTA 7020	1	7891290172415,00
11408	MEIA AT. SELENE CURTA 7030	32	7891290314402,00
10159	MEIA AT. SELENE CURTA 7040	20	7891290917696,00
10154	MEIA AT. SELENE CURTA 9070	26	7891290729275,00
242	MEIA AT. SEVERA	1	7898083031188,00
2000	MEIA AT. TRIFIL 80/10	1	7895510005101,00
4348	MEIA C/2 SELENE 4720	4	7891290001715,00
1999	MEIA C/3 SELENE 4725	10	7891290112565,00
2452	MEIA CALCA DULOREN 303002	2	SEM GTIN
24857	MEIA CALCA J. YOUNG 765	2	7900230142811,00
16803	MEIA CALCA SELENE ARRASTAO 9980	1	7891290604312,00
8220	MEIA CALCA SELENE ARRASTAO 9981	3	7891290737324,00
7554	MEIA CALCA SELENE FIO 15 9020	34	7891290272641,00
16802	MEIA CALCA SELENE FIO 15 9765	49	7891290272801,00
6163	MEIA CALCA SELENE FIO 40 9650 	80	7891290153087,00
257	MEIA CALCA SELENE FIO 80 9930	52	7891290551951,00
6164	MEIA CALCA SELENE LEEG 9950 FIO 80	1	7891290523453,00
14500	MEIA ELITE CICLISMO 17180	1	7892888257071,00
7354	MEIA ELITE COMPRESSAO 17158, 17159	9	7892888054441,00
18771	MEIA ELITE PILATES 17164	15	7892888222024,00
24292	MEIA ELITE PILATES 17210	3	7892888643065,00
20817	MEIA ELITE PILATES 17213	11	7892888643294,00
19556	MEIA FEM. MOLECA CANO MEDIO	4	7909968073664,00
19555	MEIA FEM. MOLECA INVISIVEL	1	7909968072636,00
4350	MEIA FEM. SELENE AEROBICA 4910	13	7891290921419,00
4859	MEIA MASC. SELENE 4030	6	7891290314068,00
8218	MEIA MASC. SELENE 4035	3	7891290314396,00
2553	MEIA MASC. SELENE 4160	12	7891290614397,00
18048	MEIA MASC. SELENE 4400	6	7891290689241,00
4026	MEIA MASC. SELENE 8010	5	7891290528557,00
6422	MEIA MASC. SELENE 8050	6	7891290504810,00
25160	MEIA SAPATILHA C/3 SELENE 4790	8	7891290710525,00
4463	MEIA SAPATILHA SCALIBU 1520	2	7890001038866,00
15531	MEIA SAPATILHA SELENE 4560	5	7891290879383,00
4469	MEIA SAPATILHA SELENE 7340	12	7891290681917,00
5290	MEIA SAPATILHA SELENE 7760	21	7891290072180,00
9785	MEIA SAPATILHA SELENE 7780	6	7891290727448,00
9786	MEIA SAPATILHA SELENE 7850	35	7891290921617,00
15535	MEIA SAPATILHA SELENE 8065	13	7891290718354,00
597	MEIA SAPATILHA SELENE 8760	8	7891290710556,00
7350	MEIA SAPATILHA SELENE 9055	6	7891290390222,00
2528	MEIA SAPATILHA SELENE 9065	7	7891290545288,00
1745	MEIA SOCIAL SELENE 3030	45	7891290364551,00
245	MEIA SOQ. DE LEON	2	SEM GTIN
2003	MEIA SOQ. DE LEON FELINA 550-7	1	SEM GTIN
1497	MEIA SOQ. ELEGANCE 	1	7898907381277,00
2256	MEIA SOQ. EVER	1	7898907381024,00
4340	MEIA SOQ. EVER MINI	1	7898907381130,00
1856	MEIA SOQ. FASHION MINI	1	6936298956191,00
387	MEIA SOQ. FELINA MINI	1	SEM GTIN
248	MEIA SOQ. FEM. SELENE 4780	10	7891290820576,00
4063	MEIA SOQ. FEM. SELENE PUMA 4700	8	7891290111803,00
7317	MEIA SOQ. RENEDDO SAP. E035	1	7898183120492,00
4402	MEIA SOQ. SELENE 4031	6	7891290372686,00
6421	MEIA SOQ. SELENE 4360	5	7891290615301,00
5289	MEIA SOQ. SELENE 4390	11	7891290689104,00
19034	MEIA SOQ. SELENE 4805	22	7891290003757,00
5291	MEIA SOQ. SELENE 7060	16	7891290917702,00
2555	MEIA SOQ. SELENE 8060	7	7891290369440,00
1996	MEIA SOQ. SELENE 9870	17	7891290272962,00
4052	MEIA SOQ. SELENE MINI 4000	73	7891290313351,00
2002	MEIA SOQ. TOPLUS	1	7898416710032,00
2757	MINI SAIA J. BIVIK 3348	1	7899313065164,00
2943	MINI SAIA J. SAWARY 6814	1	SEM GTIN
18454	MINI SAIA OPOSICAO 61580	1	7909888167252,00
10529	MINI SAIA OPOSICAO 76814	4	7900203498754,00
21765	PARKA DOCE TRAMA 104292	4	7900096075322,00
8554	PIJAMA FEM. LUPO 24036	4	7909392343357,00
8651	PIJAMA FEM. LUPO 24078	2	7891186943280,00
8652	PIJAMA FEM. LUPO 24082	1	7891186944522,00
9355	PIJAMA FEM. LUPO 24110	7	7909392147474,00
24849	PIJAMA FEM. LUPO 24243 24457	3	7909392699942,00
10717	PIJAMA FEM. LUPO 24280	2	7909392224199,00
10718	PIJAMA FEM. LUPO 24292	2	7909392425282,00
16158	PIJAMA FEM. LUPO 24400	2	7909392548028,00
24850	PIJAMA FEM. LUPO 24457	1	7909392689721,00
17725	PIJAMA FEM. LUPO 24473	1	7909392638569,00
24859	PIJAMA FEM. LUPO 24636	2	7909392680438,00
3073	PIJAMA FEM. SONHART 4253	1	SEM GTIN
8648	PIJAMA FEM. TURMA DA LIVY 1293	1	SEM GTIN
17722	PIJAMA INF. FEM. LUPO 22472	2	7909392646779,00
16156	PIJAMA INF. MASC. LUPO 20011	6	7909392064580,00
20442	PIJAMA INF. MASC. LUPO 20521	4	7909392872499,00
9338	PIJAMA MASC. GAENE 357	1	7899722626512,00
9339	PIJAMA MASC. GAENE 371	2	7899722626628,00
9353	PIJAMA MASC. LUPO 20011	4	7891186906926,00
20445	PIJAMA MASC. LUPO 24490	2	7909392891445,00
16161	PIJAMA MASC. LUPO 28800	1	7909392548165,00
3070	SAIA B. AION 102056	2	731040090864,00
11123	SAIA B. SAWARY 5062	1	7895785062281,00
18825	SAIA B. VECCHI 2314	6	7890750050669,00
18822	SAIA B. VECCHI 2324	8	7890750053653,00
18826	SAIA B. VECCHI 2330	6	7890750054292,00
18824	SAIA B. VECCHI 2331	6	7890750054384,00
18829	SAIA B. VECCHI 2336	4	7890750055428,00
18823	SAIA B. VECCHI 3036	4	7890750056234,00
22843	SAIA B. YOUNG 953	5	SA95346
10411	SAIA DOCE TRAMA 101113	1	7898469216895,00
285	SAIA DOCE TRAMA 10258	1	7898469787272,00
14545	SAIA DOCE TRAMA 102671	2	7898469453375,00
13734	SAIA DOCE TRAMA 102690	2	7898469442676,00
15462	SAIA DOCE TRAMA 102945	2	7898469515219,00
16927	SAIA DOCE TRAMA 103206	1	7898469576876,00
17008	SAIA DOCE TRAMA 103391	1	7898469569007,00
18260	SAIA DOCE TRAMA 103510	1	7898469614301,00
18227	SAIA DOCE TRAMA 103517	1	7898469620098,00
21761	SAIA DOCE TRAMA 103610	2	7898469627639,00
6537	SAIA DOCE TRAMA 103730	1	7898469989997,00
21770	SAIA DOCE TRAMA 104312	2	7900096090677,00
21794	SAIA DOCE TRAMA 104369	1	7900096053993,00
21764	SAIA DOCE TRAMA 104376	3	7900096065408,00
23267	SAIA DOCE TRAMA 105073	3	7900096147098,00
25827	SAIA DOCE TRAMA 106400	3	7900096446269,00
16923	SAIA DOCE TRAMA 6302525	1	7898469555314,00
910	SAIA J. AION 101994	1	731170091172,00
2714	SAIA J. BIVIK 512	1	SEM GTIN
23268	SAIA J. DOCE TRAMA 105121	1	7900096156953,00
7014	SAIA J. OPOSICAO 33624	1	7909642919653,00
12363	SAIA J. OPOSICAO 61784	1	7909888148107,00
18648	SAIA J. OPOSICAO 61787	3	7909888166378,00
21449	SAIA J. OPOSICAO 67829	3	7909888530513,00
21451	SAIA J. OPOSICAO 67831	1	7909888530711,00
21450	SAIA J. OPOSICAO 67834	3	7909888530179,00
2005	SAIA J. OPOSICAO 79017	3	7900203502123,00
2626	SAIA J. VECCHI 1804	2	SEM GTIN
13827	SAIA J. VECCHI 2176	3	7890750030890,00
13832	SAIA J. VECCHI 2186	1	7890750031927,00
16189	SAIA J. VECCHI 2203	5	7890750035284,00
16188	SAIA J. VECCHI 2209	5	7890750033556,00
16186	SAIA J. VECCHI 2212	5	7890750034003,00
16185	SAIA J. VECCHI 2213	7	7890750034171,00
16187	SAIA J. VECCHI 2217	7	7890750035185,00
18827	SAIA J. VECCHI 2310	7	7890750050294,00
18828	SAIA J. VECCHI 2315	3	7890750050836,00
13822	SAIA J. VECCHI 2321	5	7890750053189,00
10336	SAIA J. YOUNG 954	2	7900230145959,00
24855	SAIA J. YOUNG 956	1	7900230146093,00
